Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
Alicia Parkinson,Ravenclaw,1,"12 inches, yew, unicorn hair core",Dragon,,Outstanding,Exceeds Expectations,5,Seeker,161,0,No,No,Sneakoscope,472,75,10
,Hufflepuff,4,"11 inches, holly, phoenix feather core",Toad,Poor,Poor,Acceptable,30,Beater,191,1,Yes,Yes,"Firebolt, Extendable Ears, Time-Turner",56,77,7
,Slytherin,4,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Poor,Acceptable,5,K=eeper,6,2,Yes,No,Marauder's Map,390,48,7
,Ravenclaw,1,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Exceeds Expectations,Poor,12,Beater,168,2,No,Yes,"Time-Turner, Invisibility Cloak",103,76,6
,Hufflepuff,6,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Acceptable,Poor,26,Chaser,-35,0,Yes,Yes,Invisibility Cloak,179,96,4
,Hufflepuff,2,"12 inches, yew, unicorn hair core",,Poor,Exceeds Expectations,Outstanding,11,Keeper,108,0,No,Yes,"Firebolt, Time-Turner, Invisibility Cloak",264,85,8
,Gryffindor,4,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Acceptable,Outstanding,27,Chaser,141,4,No,Yes,Marauder's Map,400,86,0
Ginny Lovegood,,2,"12 inches, yew, unicorn hair core",Cat,Outstanding,Exceeds Expectations,Poor,28,Keeper,47,3,Yes,No,Marauder's Map,145,33,2
,Gryffindor,2,"11 inches, holly, phoenix feather core",Toad,Poor,Acceptable,Poor,8,Chaser,161,1,Yes,,Time-Turner,24,43,8
Seamus Chang,Hufflepuff,2,"10 inches, oak, dragon heartstring core",,,Exceeds Expectations,Acceptable,16,Chaser,45,0,Yes,No,Marauder's Map,446,63,2
,Hufflepuff,6,"11 inches, holly, phoenix feather core",Owl,,Exceeds Expectations,Poor,17,Seeker,133,0,Yes,No,"Time-Turner, Invisibility Cloak",111,61,3
Luna Boot,Slytherin,3,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Exceeds Expectations,Poor,7,Chaser,195,0,Yes,,"Firebolt, Sneakoscope, Extendable Ears",426,89,3
,,5,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Poor,Poor,6,Chaser,51,2,No,Yes,Time-Turner,202,61,9
Terry Spinnet,Hufflepuff,6,"9 inches, elm, veela hair core",,Poor,Acceptable,Outstanding,11,Beater,132,2,No,No,Invisibility Cloak,454,67,3
,Gryffindor,6,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Outstanding,Exceeds Expectations,29,,-55,1,Yes,,"Sneakoscope, Extendable Ears, Marauder's Map",448,94,6
Draco Bell,Gryffindor,6,"11 inches, holly, phoenix feather core",Toad,Poor,Poor,Exceeds Expectations,6,Beater,-96,1,Yes,Yes,"Sneakoscope, Marauder's Map",440,88,5
Ron Lovegood,Hufflepuff,3,"12 inches, yew, unicorn hair core",Dragon,,Poor,Outstanding,10,,-12,2,No,,"Sneakoscope, Marauder's Map, Invisibility Cloak",160,33,10
Seamus Granger,Hufflepuff,4,"11 inches, holly, phoenix feather core",Cat,Poor,Acceptable,Exceeds Expectations,13,Chaser,193,0,No,No,"Marauder's Map, Firebolt",198,55,2
,Gryffindor,4,"9 inches, elm, veela hair core",Dragon,Outstanding,Exceeds Expectations,Poor,24,Beater,21,2,Yes,,"Sneakoscope, Marauder's Map",310,69,9
Blaise Finnigan,Hufflepuff,4,"12 inches, yew, unicorn hair core",,Poor,Poor,Exceeds Expectations,29,Beater,-63,4,No,Yes,Extendable Ears,239,45,6
Blaise Bell,Gryffindor,7,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Acceptable,Outstanding,10,Seeker,5,0,Yes,No,"Time-Turner, Firebolt",3,90,9
Ginny Malfoy,Gryffindor,4,"12 inches, yew, unicorn hair core",,Acceptable,Poor,Acceptable,27,Chaser,163,1,Yes,,"Time-Turner, Firebolt",205,42,1
Cho Boot,Hufflepuff,6,"12 inches, yew, unicorn hair core",,Outstanding,Poor,Acceptable,22,Seeker,-68,5,No,,"Sneakoscope, Marauder's Map",351,76,5
Lavender Malfoy,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Toad,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,13,Keeper,78,3,No,Yes,Invisibility Cloak,33,87,8
,Hufflepuff,2,"10 inches, oak, dragon heartstring core",Dragon,Poor,Acceptable,Exceeds Expectations,23,C-haser,48,2,Yes,No,"Invisibility Cloak, Sneakoscope, Extendable Ears",436,61,5
Pansy Boot,Slytherin,1,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Outstanding,Outstanding,8,,194,4,Yes,No,"Firebolt, Invisibility Cloak",418,88,6
,Gryffindor,2,"11 inches, holly, phoenix feather core",Owl,Acceptable,Exceeds Expectations,Poor,17,Seeker,3,1,No,Yes,Sneakoscope,162,29,10
,,7,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Acceptable,Outstanding,26,Keeper,107,5,Yes,No,Invisibility Cloak,338,84,2
Susan Malfoy,Slytherin,7,"12 inches, yew, unicorn hair core",Dragon,,Outstanding,Poor,19,Seeker,156,2,Yes,,Invisibility Cloak,214,51,8
,Hufflepuff,2,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Exceeds Expectations,Poor,13,Seeker,4,3,Yes,No,"Invisibility Cloak, Time-Turner, Extendable Ears",469,79,8
,Gryffindor,3,"12 inches, yew, unicorn hair core",Owl,Poor,Outstanding,Exceeds Expectations,13,Chaser,162,0,No,No,"Invisibility Cloak, Sneakoscope",341,32,4
Seamus Diggory,Slytherin,3,"9 inches, elm, veela hair core",Dragon,Outstanding,Poor,Exceeds Expectations,23,Chaser,79,4,Yes,Yes,"Extendable Ears, Sneakoscope, Invisibility Cloak",24,28,8
Blaise Bell,Ravenclaw,7,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Acceptable,Acceptable,18,Keeper,49,3,No,,Time-Turner,245,90,0
,Gryffindor,7,"11 inches, holly, phoenix feather core",Cat,Outstanding,Acceptable,Acceptable,8,,-5,0,No,,"Invisibility Cloak, Firebolt, Extendable Ears",417,74,6
,Ravenclaw,6,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Outstanding,Acceptable,13,Chaser,-52,2,No,No,"Extendable Ears, Marauder's Map, Time-Turner",290,69,10
George Parkinson,Gryffindor,1,"10 inches, oak, dragon heartstring core",Toad,Poor,Acceptable,Acceptable,7,Beater,-25,2,No,No,"Time-Turner, Firebolt",272,61,8
Parvati Potter,,1,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Acceptable,Poor,21,Chaser,192,4,Yes,,"Time-Turner, Invisibility Cloak",485,78,6
George BoWnes,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Outstanding,Poor,16,Chaser,24,2,No,Yes,Invisibility Cloak,392,50,3
Padma Belle,Ravenclaw,6,"11 inches, holly, phoenix feather core",Owl,,Poor,Poor,18,,169,1,No,No,Firebolt,189,86,1
,Gryffindor,5,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Outstanding,Exceeds Expectations,30,Keeper,-31,1,Yes,No,Marauder's Map,303,65,8
,Hufflepuff,7,"12 inches, yew, unicorn hair core",Owl,Poor,Poor,Acceptable,23,Chaser,0,3,No,Yes,Invisibility Cloak,116,37,3
Ron Granger,Gryffindor,4,"9 inches, elm, veela hair core",Owl,Poor,Poor,Acceptable,7,,-4,5,Yes,No,"Marauder's Map, Sneakoscope",111,97,2
Terry Boot,Hufflepuff,7,"12 inches, yew, unicorn hair core",,Poor,Exceeds Expectations,Exceeds Expectations,10,Beater,119,1,Yes,No,"Firebolt, Sneakoscope",426,91,3
Harry Brown,Slytherin,2,"10 inches, oak, dragon heartstring core",,,Exceeds Expectations,Acceptable,25,,-3,5,Yes,No,"Firebolt, Extendable Ears, Invisibility Cloak",238,53,3
Blaise Patil,Slytherin,3,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Outstanding,Exceeds Expectations,21,,-86,1,No,Yes,Sneakoscope,239,36,2
,Gryffindor,1,"9 inches, elm, veela hair core",Owl,,Poor,Poor,11,Keeper,-18,5,Yes,,"Invisibility Cloak, Marauder's Map",491,94,7
,Gryffindor,7,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Poor,Poor,14,Beater,125,4,No,Yes,Firebolt,306,76,10
Padma Bones,Slytherin,7,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Poor,Acceptable,19,Keeper,46,1,No,No,"Time-Turner, Marauder's Map",175,36,8
Alicjia Finnigan,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Muggle Born,,Outstanding,Outstanding,30,Keeper,175,2,Yes,Yes,"Invisibility Cloak, Sneakoscope",26,69,9
,Slytherin,4,"11 inches, holly, phoenix feather core",Owl,Acceptable,Outstanding,Outstanding,26,Seeker,140,2,Yes,,"Extendable Ears, Sneakoscope",32,96,4
Susan Weasley,,2,"10 inches, oak, dragon heartstring core",,,Acceptable,Outstanding,16,Keeper,-22,3,Yes,,Extendable Ears,73,91,7
,Slytherin,4,"9 inches, elm, veela hair core",,Acceptable,Poor,Outstanding,23,Seeker,183,4,No,No,Firebolt,455,54,8
,Slytherin,2,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Outstanding,Acceptable,7,Chaser,170,2,No,Yes,Extendable Ears,27,63,3
Ron ThFomas,Hufflepuff,1,"9 inches, elm, veela hair core",Owl,Exceeds Expectations,Outstanding,Outstanding,27,Keeper,75,1,Yes,No,"Marauder's Map, Time-Turner",19,76,6
Neville Finnigan,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Toad,Exceeds Expectations,Acceptable,Exceeds Expectations,29,Seeker,19,1,No,Yes,"Sneakoscope, Time-Turner, Marauder's Map",105,84,10
,Slytherin,3,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Acceptable,Exceeds Expectations,24,Chaser,107,5,Yes,No,Invisibility Cloak,42,92,5
,Slytherin,3,"10 inches, oak, dragon heartstring core",,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,5,Chaser,92,3,No,Yes,"Marauder's Map, Invisibility Cloak",481,72,8
Katie Bell,Slytherin,2,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Outstanding,Poor,22,Seeker,-38,0,Yes,No,"Sneakoscope, Time-Turner, Firebolt",37,29,8
,Gryffindor,7,"11 inches, holly, phoenix feather core",Toad,Poor,Outstanding,Poor,8,B_eater,83,1,Yes,No,"Firebolt, Marauder's Map, Extendable Ears",473,92,1
Susan BonLes,Hufflepuff,2,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Acceptable,Poor,12,Keeper,-53,2,No,,Time-Turner,369,80,6
,,3,"9 inches, elm, veela hair core",Cat,Acceptable,Acceptable,Acceptable,14,Seeker,-58,3,No,Yes,"Sneakoscope, Marauder's Map, Time-Turner",74,56,9
Angelina Spinnet,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Outstanding,Outstanding,10,Chaser,105,1,Yes,,Firebolt,282,88,1
Angelina Longbottom,Hufflepuff,4,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Poor,Acceptable,30,Keeper,172,1,No,,Sneakoscope,163,28,2
Seamus Longbottom,Ravenclaw,6,"10 inches, oak, dragon heartstring core",Toad,Poor,Poor,Exceeds Expectations,6,Keeper,-8,1,Yes,,Sneakoscope,199,95,6
,Slytherin,1,"12 inches, yew, unicorn hair core",Dragon,,Poor,Poor,26,Keeper,-26,1,No,No,Sneakoscope,462,71,4
Angelina Granger,Hufflepuff,3,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Outstanding,Outstanding,24,Beater,-1,5,Yes,,"Firebolt, Marauder's Map",441,73,4
,Slytherin,7,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Acceptable,Acceptable,5,,188,4,Yes,Yes,"Marauder's Map, Sneakoscope",407,75,0
,,7,"11 inches, holly, phoenix feather core",Owl,Acceptable,Poor,Exceeds Expectations,7,,29,3,No,Yes,Extendable Ears,46,55,2
,Slytherin,3,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Outstanding,Exceeds Expectations,5,Seeker,4,0,No,No,Extendable Ears,193,63,0
,Ravenclaw,3,"10 inches, oak, dragon heartstring core",Toad,Poor,Outstanding,Exceeds Expectations,19,Keeper,41,3,No,Yes,"Extendable Ears, Marauder's Map",182,82,4
,Hufflepuff,2,"12 inches, yew, unicorn hair core",Owl,,Exceeds Expectations,Acceptable,28,Seeker,153,0,Yes,Yes,Sneakoscope,363,69,8
Parvati Diggory,Ravenclaw,7,"9 inches, elm, veela hair core",Toad,Outstanding,Acceptable,Poor,16,Chaser,116,3,No,No,"Extendable Ears, Time-Turner, Invisibility Cloak",110,83,0
,Ravenclaw,6,"9 inches, elm, veela hair core",Toad,Acceptable,Poor,Poor,12,Keeper,97,1,No,,Sneakoscope,91,62,5
,Gryffindor,1,"12 inches, yew, unicorn hair core",Muggle Born,Poor,Outstanding,Poor,15,Keeper,107,1,No,Yes,Extendable Ears,21,39,7
Hermione Malfoy,Hufflepuff,3,"11 inches, holly, phoenix feather core",,Outstanding,Exceeds Expectations,Acceptable,26,Beater,-65,3,Yes,Yes,Firebolt,288,90,5
,Gryffindor,5,"9 inches, elm, veela hair core",Cat,Acceptable,Poor,Outstanding,12,Chaser,-63,1,Yes,Yes,"Invisibility Cloak, Extendable Ears",144,59,7
,Gryffindor,5,"9 inches, elm, veela hair core",Dragon,Poor,Acceptable,Poor,22,Seeker,85,5,No,Yes,"Marauder's Map, Extendable Ears, Invisibility Cloak",263,55,9
Seamus Patil,Slytherin,4,"9 inches, elm, veela hair core",Toad,Acceptable,Outstanding,Acceptable,7,,-31,5,Yes,Yes,Extendable Ears,84,66,7
Pansy Diggory,Gryffindor,6,"9 inches, elm, veela hair core",Owl,Acceptable,Exceeds Expectations,Acceptable,9,Keeper,98,1,No,No,"Marauder's Map, Time-Turner, Invisibility Cloak",5,49,3
Neville Granger,Gryffindor,3,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Poor,Acceptable,22,,38,2,No,Yes,"Time-Turner, Sneakoscope, Firebolt",180,72,2
Neville Thomas,,5,"11 inches, holly, phoenix feather core",Toad,,Poor,Exceeds Expectations,15,Seeker,0,5,Yes,No,"Invisibility Cloak, Firebolt, Marauder's Map",195,68,2
,Hufflepuff,4,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Outstanding,Poor,22,Chase$r,-43,3,No,,"Time-Turner, Extendable Ears, Firebolt",126,74,1
Alicia Bones,Ravenclaw,5,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,30,,-89,5,Yes,Yes,"Firebolt, Sneakoscope",37,89,10
George Johnson,Hufflepuff,2,"12 inches, yew, unicorn hair core",Owl,Outstanding,Exceeds Expectations,Poor,18,Seeker,35,0,No,No,"Firebolt, Sneakoscope, Marauder's Map",436,43,5
,Gryffindor,3,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Exceeds Expectations,Acceptable,8,Beater,61,0,Yes,Yes,"Time-Turner, Firebolt, Sneakoscope",438,75,3
,Slytherin,6,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,17,Beater,184,0,Yes,No,"Time-Turner, Sneakoscope",469,46,4
Draco Finnigan,Gryffindor,3,"12 inches, yew, unicorn hair core",Toad,Outstanding,Exceeds Expectations,Acceptable,9,,-57,4,No,No,"Marauder's Map, Invisibility Cloak, Extendable Ears",251,61,0
,Hufflepuff,4,"12 inches, yew, unicorn hair core",Cat,Outstanding,Acceptable,Poor,21,Seeker,-87,5,Yes,,"Sneakoscope, Marauder's Map",497,72,2
,Gryffindor,3,"12 inches, yew, unicorn hair core",,,Exceeds Expectations,Acceptable,5,Seeker,0,3,Yes,Yes,Firebolt,284,63,1
,Ravenclaw,1,"10 inches, oak, dragon heartstring core",,Outstanding,Exceeds Expectations,Acceptable,8,Keeper,23,3,No,Yes,Sneakoscope,359,46,3
,Hufflepuff,5,"9 inches, elm, veela hair core",Owl,Outstanding,Exceeds Expectations,Outstanding,23,Seeker,186,0,No,,"Sneakoscope, Marauder's Map",207,29,1
,Hufflepuff,7,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Outstanding,Exceeds Expectations,24,"K,eeper",182,1,Yes,,Firebolt,442,64,3
Cedric Chang,Gryffindor,7,"10 inches, oak, dragon heartstring core",Muggle Born,Poor,Acceptable,Acceptable,12,Chaser,64,2,No,Yes,"Time-Turner, Extendable Ears",427,32,0
,,3,"11 inches, holly, phoenix feather core",,Acceptable,Outstanding,Exceeds Expectations,19,Keeper,29,4,No,Yes,"Time-Turner, Marauder's Map, Firebolt",441,66,6
Seamus Diggory,Slytherin,1,"12 inches, yew, unicorn hair core",Toad,Outstanding,Exceeds Expectations,Acceptable,28,Chaser,109,4,Yes,,"Time-Turner, Invisibility Cloak",297,33,1
Angelina Spinnet,Hufflepuff,7,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Poor,Outstanding,11,Chaser,-12,2,Yes,No,Extendable Ears,7,96,0
Seamus Patil,Gryffindor,1,"11 inches, holly, phoenix feather core",,Poor,Exceeds Expectations,Poor,21,Keeper,-48,3,Yes,Yes,"Sneakoscope, Firebolt, Marauder's Map",479,89,9
,Slytherin,2,"11 inches, holly, phoenix feather core",Muggle Born,Outstanding,Exceeds Expectations,Exceeds Expectations,12,,188,0,No,Yes,"Sneakoscope, Marauder's Map",226,60,2
Dean Thomas,Slytherin,6,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Exceeds Expectations,Acceptable,24,Chaser,-83,3,No,Yes,"Firebolt, Extendable Ears, Invisibility Cloak",248,53,9
,Gryffindor,1,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Poor,Exceeds Expectations,15,,177,5,Yes,No,"Firebolt, Marauder's Map, Sneakoscope",370,84,5
,,2,"11 inches, holly, phoenix feather core",Owl,,Exceeds Expectations,Exceeds Expectations,7,,125,1,No,Yes,Extendable Ears,401,87,0
Katie Brown,Ravenclaw,5,"11 inches, holly, phoenix feather core",Toad,Acceptable,Poor,Acceptable,12,Keeper,-95,2,Yes,No,"Marauder's Map, Time-Turner, Firebolt",68,65,0
George Johnson,Ravenclaw,7,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Poor,Acceptable,19,,14,5,Yes,No,"Firebolt, Extendable Ears",486,49,2
Ron Brown,Hufflepuff,7,"9 inches, elm, veela hair core",,Poor,Poor,Poor,13,Beater,175,4,Yes,Yes,"Sneakoscope, Firebolt",232,90,7
Luna Zabini,Gryffindor,7,"9 inches, elm, veela hair core",Toad,Exceeds Expectations,Outstanding,Acceptable,18,Keeper,198,0,No,No,"Extendable Ears, Sneakoscope",254,52,7
Neville Brown,Gryffindor,7,"12 inches, yew, unicorn hair core",,Outstanding,Outstanding,Poor,13,Chaser,123,1,Yes,,"Invisibility Cloak, Firebolt, Time-Turner",81,53,4
Ginny Malfoy,Gryffindor,4,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Poor,Outstanding,17,B%eater,-8,1,Yes,,"Time-Turner, Firebolt",84,90,3
Luna Bell,Slytherin,3,"11 inches, holly, phoenix feather core",Muggle Born,Acceptable,Exceeds Expectations,Outstanding,10,Keeper,-7,4,Yes,Yes,"Marauder's Map, Sneakoscope",408,80,2
Cho Boot,Hufflepuff,4,"11 inches, holly, phoenix feather core",Cat,Acceptable,Acceptable,Acceptable,29,Beater,47,2,Yes,No,"Firebolt, Time-Turner, Invisibility Cloak",225,51,7
Neville Thomas,Ravenclaw,1,"10 inches, oak, dragon heartstring core",Muggle Born,Poor,Acceptable,Exceeds Expectations,8,Chaser,-73,2,No,Yes,"Time-Turner, Extendable Ears, Firebolt",81,32,2
,Slytherin,2,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Acceptable,Outstanding,30,Beater,23,2,No,No,"Extendable Ears, Firebolt, Time-Turner",152,28,6
,Hufflepuff,4,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Poor,Outstanding,18,Chaser,189,3,Yes,Yes,"Extendable Ears, Invisibility Cloak",278,25,5
Katie Boot,Ravenclaw,3,"9 inches, elm, veela hair core",Muggle Born,Acceptable,Poor,Poor,27,Beater,-26,4,Yes,Yes,Extendable Ears,343,43,6
Draco Malfoy,Slytherin,2,"9 inches, elm, veela hair core",,Exceeds Expectations,Acceptable,Outstanding,21,Chaser,165,4,Yes,No,Marauder's Map,366,41,3
,Hufflepuff,2,"10 inches, oak, dragon heartstring core",Toad,Acceptable,Poor,Outstanding,11,Chaser,-18,0,No,Yes,"Marauder's Map, Time-Turner, Firebolt",16,46,8
Blaise Bell,Ravenclaw,5,"10 inches, oak, dragon heartstring core",Cat,Acceptable,Exceeds Expectations,Poor,9,Seeker,89,3,Yes,Yes,"Time-Turner, Invisibility Cloak, Marauder's Map",164,51,7
,,4,"9 inches, elm, veela hair core",Dragon,Outstanding,Poor,Outstanding,21,Keeper,74,1,Yes,Yes,"Extendable Ears, Invisibility Cloak, Time-Turner",432,42,3
,Slytherin,2,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Exceeds Expectations,Outstanding,8,,43,1,Yes,,"Firebolt, Time-Turner",376,97,8
,Gryffindor,4,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Acceptable,Acceptable,11,Beater,28,0,Yes,Yes,"Time-Turner, Extendable Ears, Sneakoscope",38,37,2
Alicia Longbottom,,5,"9 inches, elm, veela hair core",Toad,Acceptable,Exceeds Expectations,Poor,23,Seeker,-6,4,Yes,No,"Marauder's Map, Firebolt",29,87,9
Ron Patil,Slytherin,4,"9 inches, elm, veela hair core",Toad,Acceptable,Exceeds Expectations,Outstanding,9,Beater,25,2,Yes,Yes,"Sneakoscope, Firebolt",158,38,1
Aliycia Finnigan,Hufflepuff,6,"9 inches, elm, veela hair core",Toad,Outstanding,Outstanding,Poor,20,Keeper,-63,3,No,,Extendable Ears,311,96,4
Neville Diggory,Slytherin,6,"12 inches, yew, unicorn hair core",,,Outstanding,Acceptable,22,Seeker,34,4,No,Yes,"Marauder's Map, Time-Turner, Firebolt",124,25,1
Blaise Spinnet,Gryffindor,2,"10 inches, oak, dragon heartstring core",,Acceptable,Acceptable,Outstanding,23,Chaser,57,3,Yes,Yes,"Firebolt, Extendable Ears, Marauder's Map",241,53,5
Luna Bell,Gryffindor,5,"10 inches, oak, dragon heartstring core",Muggle Born,Outstanding,Acceptable,Poor,11,Keeper,191,4,No,No,Invisibility Cloak,273,99,6
Katie Patil,Slytherin,2,"10 inches, oak, dragon heartstring core",,,Acceptable,Acceptable,6,Chaser,-65,0,Yes,,"Time-Turner, Invisibility Cloak",328,55,9
Pansy Finnigan,,4,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Acceptable,Acceptable,15,Seeker,-92,4,No,Yes,"Extendable Ears, Time-Turner, Invisibility Cloak",164,39,1
,Hufflepuff,5,"11 inches, holly, phoenix feather core",Cat,,Poor,Outstanding,17,Chaser,151,0,No,No,"Marauder's Map, Extendable Ears, Sneakoscope",239,30,9
Hermione Johnson,Ravenclaw,2,"12 inches, yew, unicorn hair core",Toad,,Acceptable,Poor,12,Seeker,170,4,No,No,Invisibility Cloak,491,47,8
,Ravenclaw,1,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Exceeds Expectations,Poor,13,Beater,91,2,No,No,"Firebolt, Sneakoscope",390,47,8
Harry Finnigan,Ravenclaw,2,"11 inches, holly, phoenix feather core",Cat,Outstanding,Poor,Exceeds Expectations,13,Keeper,-42,4,No,No,"Invisibility Cloak, Time-Turner",296,38,7
Harry Brown,Slytherin,6,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Poor,Poor,26,,48,5,Yes,,"Sneakoscope, Invisibility Cloak",297,29,7
Katie Boot,Ravenclaw,2,"11 inches, holly, phoenix feather core",Cat,Acceptable,Exceeds Expectations,Poor,24,,6,2,No,No,"Firebolt, Sneakoscope, Marauder's Map",394,41,2
Fred Spinnet,Gryffindor,4,"9 inches, elm, veela hair core",Toad,,Poor,Acceptable,10,Seeker,38,5,Yes,,Time-Turner,194,84,9
Ron Finnigan,Hufflepuff,2,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Acceptable,Acceptable,20,Keeper,121,0,No,Yes,"Invisibility Cloak, Extendable Ears",297,74,8
,Hufflepuff,6,"11 inches, holly, phoenix feather core",Muggle Born,,Poor,Poor,13,Beater,-78,5,No,No,Invisibility Cloak,18,57,1
Luna Parkinson,Hufflepuff,5,"9 inches, elm, veela hair core",Toad,Poor,Acceptable,Exceeds Expectations,18,Seeker,-38,1,Yes,Yes,"Firebolt, Sneakoscope",307,70,9
,Hufflepuff,5,"9 inches, elm, veela hair core",Cat,Acceptable,Acceptable,Exceeds Expectations,22,Keeper,186,4,No,Yes,Firebolt,162,80,2
Hermione Lovegood,Hufflepuff,5,"9 inches, elm, veela hair core",Muggle Born,Poor,Outstanding,Exceeds Expectations,23,Seeker,-34,4,No,Yes,"Sneakoscope, Time-Turner, Invisibility Cloak",348,86,8
