Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
Cedric Chang,Gryffindor,2,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Outstanding,Exceeds Expectations,13,Beater,-94,5,Yes,No,Sneakoscope,201,85,4
,Slytherin,3,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Poor,Outstanding,15,Beater,88,5,Yes,,Invisibility Cloak,469,80,1
,Ravenclaw,3,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Acceptable,Outstanding,28,Keeper,-9,4,No,,"Marauder's Map, Time-Turner",119,71,6
Pansy Lovegood,HUFFLEPUFF,3,"11 inches, holly, phoenix feather core",Cat,Outstanding,Exceeds Expectations,Acceptable,16,Seeker,106,3,Yes,,"Extendable Ears, Time-Turner",24,62,10
Parvati Patil,,2,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Outstanding,Outstanding,29,Beater,50,3,Yes,,"Marauder's Map, Time-Turner",252,86,10
Seamus Thomas,,2,"9 inches, elm, veela hair core",Owl,Outstanding,Outstanding,Exceeds Expectations,25,Chaser,-1,5,No,Yes,"Sneakoscope, Marauder's Map",239,36,8
Hermione Lovegood,Slytherin,7,"11 inches, holly, phoenix feather core",Toad,Poor,Outstanding,Exceeds Expectations,23,,123,2,No,Yes,"Firebolt, Time-Turner, Sneakoscope",38,32,8
,Ravenclaw,5,"9 inches, elm, veela hair core",Toad,Acceptable,Poor,Poor,19,Seeker,-16,2,No,Yes,"Invisibility Cloak, Marauder's Map",478,46,6
,Slytherin,6,"12 inches, yew, unicorn hair core",Toad,Acceptable,Poor,Exceeds Expectations,13,Beater,-22,1,No,Yes,Extendable Ears,15,89,6
Cho Spinnet,Ravenclaw,2,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Poor,Exceeds Expectations,14,Keeper,64,4,Yes,Yes,"Firebolt, Extendable Ears",234,87,2
,GRYFFINDOR,5,"12 inches, yew, unicorn hair core",,Acceptable,Outstanding,Outstanding,22,Beater,161,2,Yes,No,"Extendable Ears, Marauder's Map, Firebolt",298,64,2
Seamus Chang,Gryffindor,4,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Poor,Outstanding,21,,120,0,Yes,,"Time-Turner, Invisibility Cloak, Extendable Ears",385,40,0
Draco Lovegood,Gryffindor,7,"12 inches, yew, unicorn hair core",,Acceptable,Acceptable,Poor,8,Beater,81,3,No,No,Firebolt,344,98,4
Draco Patil,Ravenclaw,7,"12 inches, yew, unicorn hair core",Toad,Acceptable,Poor,Outstanding,21,,46,5,No,Yes,"Marauder's Map, Sneakoscope",342,55,2
,Slytherin,3,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Poor,Poor,29,Seeker,159,4,No,No,"Firebolt, Invisibility Cloak, Sneakoscope",427,26,7
Cho Longbottom,Gryffindor,3,"11 inches, holly, phoenix feather core",Toad,Acceptable,Exceeds Expectations,Outstanding,22,Keeper,81,1,No,,"Invisibility Cloak, Time-Turner, Marauder's Map",328,100,3
,Gryffindor,1,"10 inches, oak, dragon heartstring core",Toad,,Outstanding,Exceeds Expectations,27,,-47,1,Yes,No,"Invisibility Cloak, Extendable Ears",138,48,3
Angelina Longbottom,Slytherin,4,"9 inches, elm, veela hair core",Toad,Outstanding,Outstanding,Exceeds Expectations,20,,64,5,Yes,,"Sneakoscope, Marauder's Map",437,69,7
,Gryffindor,4,"10 inches, oak, dragon heartstring core",Owl,Poor,Acceptable,Exceeds Expectations,30,Chaser,10,1,Yes,,"Invisibility Cloak, Extendable Ears",211,32,9
,Gryffindor,5,"9 inches, elm, veela hair core",Owl,Poor,Exceeds Expectations,Exceeds Expectations,16,Keeper,-64,5,No,No,"Sneakoscope, Firebolt, Invisibility Cloak",362,48,6
Alicia Weasley,Gryffindor,2,"12 inches, yew, unicorn hair core",Muggle Born,Poor,Poor,Poor,10,Beater,-5,4,Yes,No,"Time-Turner, Sneakoscope",488,79,3
Blaise Chang,,5,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Acceptable,Outstanding,29,Keeper,82,1,Yes,Yes,Sneakoscope,424,76,8
Dean Spinnet,Hufflepuff,7,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Exceeds Expectations,Outstanding,9,Beater,-8,0,Yes,No,Sneakoscope,281,64,0
Hermione Longbottom,,4,"9 inches, elm, veela hair core",Toad,Poor,Exceeds Expectations,Poor,12,Beater,54,4,No,Yes,"Marauder's Map, Invisibility Cloak",187,96,4
Alicia Potter,Hufflepuff,4,"11 inches, holly, phoenix feather core",Owl,Exceeds Expectations,Exceeds Expectations,Acceptable,10,Chaser,74,3,Yes,No,"Invisibility Cloak, Marauder's Map, Sneakoscope",481,94,5
Fred GrangeOr,Gryffindor,4,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Exceeds Expectations,25,Chaser,-82,2,No,Yes,"Time-Turner, Marauder's Map, Firebolt",21,56,9
Parvati Bones,Ravenclaw,7,"11 inches, holly, phoenix feather core",Muggle Born,,Exceeds Expectations,Poor,5,Keeper,184,0,No,No,"Sneakoscope, Time-Turner, Extendable Ears",285,28,9
Ron Parkinson,GRYFFINDOR,5,"11 inches, holly, phoenix feather core",Toad,Poor,Poor,Outstanding,10,,-79,4,Yes,,"Invisibility Cloak, Marauder's Map",419,85,6
Hermione Parkinson,Slytherin,6,"10 inches, oak, dragon heartstring core",,Acceptable,Exceeds Expectations,Outstanding,13,Beater,142,3,Yes,No,Extendable Ears,370,60,6
Alicia Longbottom,Ravenclaw,2,"10 inches, oak, dragon heartstring core",,Outstanding,Exceeds Expectations,Poor,17,Keeper,128,5,Yes,Yes,"Marauder's Map, Invisibility Cloak, Extendable Ears",298,36,8
Angelina Patil,Gryffindor,3,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Exceeds Expectations,Outstanding,16,Keeper,82,1,Yes,No,"Extendable Ears, Time-Turner, Invisibility Cloak",47,54,4
,Gryffindor,7,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Poor,Exceeds Expectations,13,Seeker,-61,5,Yes,No,Firebolt,216,98,7
,HUFFLEPUFF,7,"9 inches, elm, veela hair core",,,Exceeds Expectations,Exceeds Expectations,30,Beater,66,1,No,No,"Firebolt, Invisibility Cloak, Time-Turner",362,98,8
,HUFFLEPUFF,1,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Acceptable,Acceptable,21,Chaser,-91,2,Yes,,"Extendable Ears, Marauder's Map",259,78,0
Terry BBoot,Ravenclaw,6,"12 inches, yew, unicorn hair core",Owl,Poor,Acceptable,Acceptable,22,,-41,1,No,Yes,"Marauder's Map, Sneakoscope",313,39,0
Susan Zabini,Hufflepuff,1,"11 inches, holly, phoenix feather core",Muggle Born,Poor,Exceeds Expectations,Exceeds Expectations,11,Seeker,10,1,No,No,Invisibility Cloak,94,87,9
Fred Diggory,GRYFFINDOR,1,"12 inches, yew, unicorn hair core",Owl,Poor,Poor,Outstanding,23,Chaser,150,4,No,No,"Marauder's Map, Sneakoscope, Extendable Ears",385,90,6
Fred Zabini,Slytherin,1,"11 inches, holly, phoenix feather core",Owl,Acceptable,Acceptable,Poor,24,Seeker,-17,1,No,,"Firebolt, Extendable Ears",57,90,7
Hermione Johnson,Slytherin,4,"12 inches, yew, unicorn hair core",Muggle Born,Poor,Acceptable,Exceeds Expectations,17,,189,0,Yes,Yes,"Extendable Ears, Time-Turner, Marauder's Map",257,98,8
Bdlaise Lovegood,HUFFLEPUFF,6,"12 inches, yew, unicorn hair core",Toad,,Outstanding,Poor,19,Beater,154,5,Yes,Yes,"Invisibility Cloak, Marauder's Map, Extendable Ears",416,39,3
GinnSy Johnson,Slytherin,2,"12 inches, yew, unicorn hair core",,Acceptable,Outstanding,Acceptable,12,Seeker,-3,5,No,Yes,"Firebolt, Sneakoscope, Extendable Ears",154,29,0
,HUFFLEPUFF,3,"10 inches, oak, dragon heartstring core",,Outstanding,Outstanding,Acceptable,22,Keeper,110,0,Yes,No,"Firebolt, Time-Turner, Extendable Ears",55,67,8
Lavender Bell,Ravenclaw,6,"11 inches, holly, phoenix feather core",,Poor,Outstanding,Poor,15,Keeper,123,1,Yes,Yes,Marauder's Map,66,56,10
Draco Zabini,Ravenclaw,7,"10 inches, oak, dragon heartstring core",Muggle Born,Poor,Exceeds Expectations,Exceeds Expectations,19,,84,1,No,Yes,"Invisibility Cloak, Time-Turner",406,56,0
Neville Bell,Ravenclaw,4,"10 inches, oak, dragon heartstring core",,Acceptable,Outstanding,Exceeds Expectations,11,,-80,5,Yes,Yes,"Time-Turner, Extendable Ears",431,45,2
Fred PaCrkinson,Hufflepuff,1,"11 inches, holly, phoenix feather core",Muggle Born,Exceeds Expectations,Outstanding,Outstanding,11,Chaser,-75,5,No,No,"Invisibility Cloak, Firebolt",192,37,6
Fred Granger,RAVENCLAW,7,"12 inches, yew, unicorn hair core",Dragon,,Outstanding,Outstanding,20,Seeker,180,5,Yes,Yes,"Time-Turner, Sneakoscope, Firebolt",140,51,10
Angelina Bell,Ravenclaw,2,"10 inches, oak, dragon heartstring core",Dragon,Poor,Exceeds Expectations,Poor,24,Seeker,191,4,Yes,Yes,Marauder's Map,158,37,7
,HUFFLEPUFF,4,"10 inches, oak, dragon heartstring core",,Acceptable,Exceeds Expectations,Outstanding,24,Beater,55,5,No,No,Firebolt,458,51,10
Terry Bell,Ravenclaw,1,"12 inches, yew, unicorn hair core",,Exceeds Expectations,Acceptable,Poor,16,Seeker,91,1,No,,"Marauder's Map, Invisibility Cloak, Time-Turner",237,50,7
Ron Boot,Slytherin,7,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Exceeds Expectations,Acceptable,9,Keeper,95,2,No,Yes,"Extendable Ears, Invisibility Cloak",363,79,6
Dean Parkinson,SLYTHERIN,1,"12 inches, yew, unicorn hair core",,Poor,Exceeds Expectations,Poor,14,Chaser,-80,5,No,No,"Time-Turner, Invisibility Cloak",209,94,8
Ginnny Granger,Slytherin,3,"12 inches, yew, unicorn hair core",Muggle Born,Exceeds Expectations,Outstanding,Outstanding,6,Chaser,106,4,No,,"Invisibility Cloak, Time-Turner",92,62,4
,Gryffindor,5,"11 inches, holly, phoenix feather core",Cat,Acceptable,Exceeds Expectations,Poor,5,Beater,138,5,No,No,"Sneakoscope, Extendable Ears",427,78,3
George Brown,,5,"11 inches, holly, phoenix feather core",,Acceptable,Outstanding,Acceptable,29,Beater,-22,5,No,Yes,"Time-Turner, Sneakoscope, Extendable Ears",410,88,6
Blaise Bones,Ravenclaw,5,"9 inches, elm, veela hair core",,Outstanding,Poor,Acceptable,30,,73,2,No,No,"Time-Turner, Sneakoscope, Marauder's Map",344,60,3
Luna Weasley,Slytherin,7,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Exceeds Expectations,Exceeds Expectations,17,Seeker,129,0,No,No,Firebolt,93,58,1
,Ravenclaw,7,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Poor,Acceptable,7,Beater,75,2,No,Yes,"Time-Turner, Marauder's Map, Extendable Ears",410,34,3
Alicia Patil,Hufflepuff,6,"12 inches, yew, unicorn hair core",Toad,Acceptable,Poor,Exceeds Expectations,19,Seeker,121,1,No,No,Sneakoscope,70,71,3
Luna Brown,Gryffindor,1,"9 inches, elm, veela hair core",Toad,Poor,Outstanding,Acceptable,22,Beater,102,2,Yes,No,"Marauder's Map, Invisibility Cloak",210,31,0
Ginny Bones,,1,"10 inches, oak, dragon heartstring core",Cat,Exceeds Expectations,Outstanding,Poor,23,Keeper,60,5,No,No,"Time-Turner, Firebolt, Sneakoscope",449,30,3
Pansy Brown,GRYFFINDOR,2,"12 inches, yew, unicorn hair core",Dragon,Outstanding,Poor,Poor,28,Chaser,81,5,No,No,Extendable Ears,279,83,10
Harry Thomas,GRYFFINDOR,1,"12 inches, yew, unicorn hair core",Dragon,Poor,Acceptable,Exceeds Expectations,25,Seeker,103,2,Yes,Yes,"Sneakoscope, Time-Turner, Invisibility Cloak",59,60,9
Alicia Feinnigan,RAVENCLAW,4,"11 inches, holly, phoenix feather core",Owl,Poor,Outstanding,Acceptable,19,Beater,-4,5,Yes,Yes,Time-Turner,175,84,7
Hermione Diggory,Slytherin,7,"9 inches, elm, veela hair core",Toad,Poor,Poor,Acceptable,25,Chaser,-86,1,No,Yes,Extendable Ears,347,72,2
Dean Lovegood,Gryffindor,7,"10 inches, oak, dragon heartstring core",,Poor,Poor,Poor,19,Seeker,-62,0,Yes,No,"Marauder's Map, Extendable Ears, Firebolt",18,33,8
,HUFFLEPUFF,3,"10 inches, oak, dragon heartstring core",,Acceptable,Outstanding,Exceeds Expectations,13,Keeper,44,1,No,Yes,"Invisibility Cloak, Marauder's Map",134,93,1
Seamus Thomas,Slytherin,1,"11 inches, holly, phoenix feather core",Toad,Outstanding,Outstanding,Exceeds Expectations,16,Seeker,146,5,No,Yes,"Extendable Ears, Sneakoscope",12,67,6
Parvati Bell,Hufflepuff,7,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Outstanding,Exceeds Expectations,7,Keeper,-10,4,Yes,Yes,"Sneakoscope, Time-Turner",262,56,6
Cedric Bell,Gryffindor,6,"10 inches, oak, dragon heartstring core",Muggle Born,Poor,Poor,Outstanding,20,,-47,2,Yes,No,Marauder's Map,370,47,3
Alicia Johnson,Hufflepuff,3,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Poor,Outstanding,20,Beater,76,5,Yes,No,"Invisibility Cloak, Sneakoscope",410,28,4
,Hufflepuff,6,"10 inches, oak, dragon heartstring core",Cat,Outstanding,Acceptable,Exceeds Expectations,25,Beater,77,3,No,Yes,Firebolt,116,78,5
Fred Bones,,2,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Exceeds Expectations,Outstanding,18,Beater,-51,2,Yes,,"Sneakoscope, Extendable Ears",158,50,7
Lavender Lofvegood,Hufflepuff,1,"10 inches, oak, dragon heartstring core",Owl,Poor,Exceeds Expectations,Exceeds Expectations,16,Chaser,196,5,No,No,"Time-Turner, Sneakoscope",403,25,3
Neville Potter,Slytherin,7,"9 inches, elm, veela hair core",Muggle Born,Poor,Outstanding,Poor,25,,11,4,No,No,"Marauder's Map, Extendable Ears",34,87,2
Terry Chang,Ravenclaw,6,"11 inches, holly, phoenix feather core",Dragon,Outstanding,Poor,Exceeds Expectations,18,Seeker,107,1,Yes,Yes,Marauder's Map,444,44,3
,,4,"9 inches, elm, veela hair core",Cat,Exceeds Expectations,Exceeds Expectations,Acceptable,14,Keeper,149,0,No,,"Sneakoscope, Invisibility Cloak, Extendable Ears",423,26,3
Lavender Brown,Gryffindor,3,"9 inches, elm, veela hair core",Muggle Born,Outstanding,Exceeds Expectations,Exceeds Expectations,17,,54,2,Yes,No,"Extendable Ears, Sneakoscope, Invisibility Cloak",482,49,2
Cedric Bell,Gryffindor,5,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Poor,Outstanding,26,Keeper,-12,0,Yes,Yes,Sneakoscope,178,86,1
,SLYTHERIN,3,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Poor,Exceeds Expectations,16,Beater,112,0,Yes,,"Extendable Ears, Sneakoscope",44,56,3
,Slytherin,7,"12 inches, yew, unicorn hair core",Muggle Born,Poor,Outstanding,Exceeds Expectations,25,Keeper,-58,0,No,Yes,"Extendable Ears, Firebolt, Invisibility Cloak",362,87,10
Harry Bell,Hufflepuff,4,"12 inches, yew, unicorn hair core",Muggle Born,Acceptable,Outstanding,Exceeds Expectations,17,Chaser,5,5,No,Yes,"Sneakoscope, Extendable Ears",55,33,5
Netville Patil,Ravenclaw,4,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Exceeds Expectations,Outstanding,17,Seeker,-38,4,Yes,Yes,"Marauder's Map, Firebolt",491,84,3
Lavender Thomas,Hufflepuff,6,"11 inches, holly, phoenix feather core",,Poor,Poor,Exceeds Expectations,25,Keeper,-54,0,No,Yes,"Marauder's Map, Time-Turner",272,37,5
Parvati Boot,RAVENCLAW,4,"10 inches, oak, dragon heartstring core",Toad,Exceeds Expectations,Acceptable,Exceeds Expectations,21,Beater,84,2,No,No,"Firebolt, Invisibility Cloak",329,32,2
Katie Weasley,,3,"11 inches, holly, phoenix feather core",Owl,Acceptable,Outstanding,Poor,28,Beater,-64,1,Yes,Yes,"Time-Turner, Invisibility Cloak, Sneakoscope",79,65,2
Luna Granger,SLYTHERIN,1,"12 inches, yew, unicorn hair core",Toad,Poor,Outstanding,Acceptable,25,Seeker,66,5,Yes,Yes,"Marauder's Map, Firebolt",449,47,1
HermioneW Parkinson,Ravenclaw,4,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Outstanding,Acceptable,20,,12,0,No,No,"Invisibility Cloak, Sneakoscope",335,63,8
George Thomas,Slytherin,6,"9 inches, elm, veela hair core",Cat,Acceptable,Exceeds Expectations,Poor,16,Beater,77,0,Yes,Yes,"Sneakoscope, Firebolt, Invisibility Cloak",272,97,2
,,1,"9 inches, elm, veela hair core",,Exceeds Expectations,Acceptable,Outstanding,10,Beater,6,4,Yes,Yes,"Sneakoscope, Marauder's Map",208,42,0
George Finnigan,,6,"12 inches, yew, unicorn hair core",Owl,Poor,Exceeds Expectations,Poor,26,Beater,61,3,No,No,"Invisibility Cloak, Marauder's Map, Extendable Ears",108,59,1
Alicia Diggory,,5,"11 inches, holly, phoenix feather core",,Poor,Acceptable,Acceptable,18,Beater,142,4,No,Yes,"Marauder's Map, Time-Turner",254,49,0
Luna ParZkinson,,1,"9 inches, elm, veela hair core",,Poor,Poor,Acceptable,7,Chaser,139,1,Yes,,"Marauder's Map, Firebolt",7,26,3
Luna Boot,,7,"11 inches, holly, phoenix feather core",Cat,Exceeds Expectations,Acceptable,Poor,6,Keeper,90,5,No,No,"Invisibility Cloak, Extendable Ears, Marauder's Map",393,88,0
,Ravenclaw,6,"12 inches, yew, unicorn hair core",Owl,Exceeds Expectations,Outstanding,Outstanding,20,Seeker,-100,3,Yes,Yes,"Extendable Ears, Firebolt",181,31,3
,Gryffindor,4,"9 inches, elm, veela hair core",,Outstanding,Outstanding,Poor,20,,37,5,No,No,Extendable Ears,133,68,4
Lavender Malfoy,Hufflepuff,3,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Outstanding,Outstanding,8,Beater,107,3,Yes,No,"Time-Turner, Invisibility Cloak",253,95,5
Susan Boot,Slytherin,7,"11 inches, holly, phoenix feather core",Toad,,Acceptable,Outstanding,24,Chaser,-25,0,No,Yes,"Marauder's Map, Firebolt",42,85,7
Draco Longbottom,Hufflepuff,6,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Acceptable,Outstanding,6,Beater,174,2,Yes,Yes,Invisibility Cloak,481,76,5
,RAVENCLAW,1,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Poor,Acceptable,15,Seeker,-64,4,No,Yes,Invisibility Cloak,241,27,5
Draco Belnl,GRYFFINDOR,1,"12 inches, yew, unicorn hair core",Dragon,Poor,Outstanding,Poor,17,Seeker,31,5,Yes,No,"Invisibility Cloak, Marauder's Map, Sneakoscope",339,89,7
Ron PotteYr,,2,"12 inches, yew, unicorn hair core",Toad,Exceeds Expectations,Poor,Poor,7,Seeker,-67,2,No,Yes,Firebolt,243,73,3
Luna Boont,RAVENCLAW,5,"10 inches, oak, dragon heartstring core",Owl,Outstanding,Outstanding,Outstanding,19,Chaser,-79,0,Yes,,"Firebolt, Time-Turner, Extendable Ears",115,53,5
Katie Thomas,Slytherin,7,"10 inches, oak, dragon heartstring core",,Exceeds Expectations,Exceeds Expectations,Poor,22,Keeper,12,3,Yes,Yes,"Extendable Ears, Firebolt, Invisibility Cloak",428,94,1
Susan BelLl,Slytherin,4,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Acceptable,Exceeds Expectations,21,,135,3,No,,Extendable Ears,362,100,1
,Slytherin,5,"10 inches, oak, dragon heartstring core",Muggle Born,Exceeds Expectations,Exceeds Expectations,Outstanding,10,Seeker,167,0,No,Yes,"Invisibility Cloak, Time-Turner",376,32,7
,Hufflepuff,6,"9 inches, elm, veela hair core",,Poor,Exceeds Expectations,Acceptable,23,Keeper,95,1,Yes,Yes,"Invisibility Cloak, Time-Turner",41,76,10
Blaise Zabini,Hufflepuff,2,"9 inches, elm, veela hair core",Muggle Born,Poor,Acceptable,Outstanding,13,Seeker,-31,0,No,No,"Extendable Ears, Invisibility Cloak, Sneakoscope",126,65,6
