Student Name,House,Year,Wand Type,Pet,Potions Grade,Defense Against the Dark Arts Grade,Transfiguration Grade,Spells Learned,Quidditch Position,Points Earned for House,Detentions,Participation in Dueling Club,Triwizard Tournament Involvement,Items Owned,Knuts Spent in Hogsmeade,Attendance at Classes,Magical Accidents
Ron Zabini,Slytherin,3,"10 inches, oak, dragon heartstring core",Owl,Exceeds Expectations,Poor,Outstanding,12,Keeper,69,1,Yes,,Extendable Ears,346,60,9
FrZed Diggory,GRYFFINDOR,2,"11 inches, holly, phoenix feather core",Toad,Outstanding,Acceptable,Outstanding,26,Beater,-90,2,Yes,No,Sneakoscope,268,87,1
George Patil,HUFFLEPUFF,3,"12 inches, yew, unicorn hair core",Cat,Exceeds Expectations,Poor,Exceeds Expectations,19,,24,2,Yes,Yes,"Extendable Ears, Marauder's Map, Sneakoscope",199,62,10
FrRed Boot,Hufflepuff,5,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Outstanding,Acceptable,23,B[eater,149,2,Yes,No,"Firebolt, Sneakoscope",159,29,9
Susan Weasley,Gryffindor,2,"11 inches, holly, phoenix feather core",Owl,Acceptable,Acceptable,Exceeds Expectations,21,Keeper,43,4,Yes,,"Marauder's Map, Sneakoscope, Invisibility Cloak",2,63,2
Ginny Spinnet,,5,"10 inches, oak, dragon heartstring core",Muggle Born,Acceptable,Acceptable,Exceeds Expectations,7,Beater,-59,4,No,No,Firebolt,339,78,5
Hermione Chang,Ravenclaw,5,"9 inches, elm, veela hair core",Owl,Acceptable,Exceeds Expectations,Poor,21,Chaser,-6,2,No,Yes,"Marauder's Map, Extendable Ears, Time-Turner",326,52,3
Hermione Chang,,1,"12 inches, yew, unicorn hair core",Toad,Acceptable,Outstanding,Outstanding,22,Chaser,110,3,Yes,No,"Marauder's Map, Sneakoscope",240,36,7
,Ravenclaw,7,"11 inches, holly, phoenix feather core",Toad,Exceeds Expectations,Acceptable,Exceeds Expectations,12,,-13,5,Yes,No,"Time-Turner, Sneakoscope, Firebolt",409,26,4
Katie Diggory,Hufflepuff,7,"9 inches, elm, veela hair core",Toad,Acceptable,Poor,Outstanding,22,Bea]ter,39,2,Yes,No,Firebolt,476,50,3
Seamus Bones,Hufflepuff,1,"9 inches, elm, veela hair core",Dragon,Acceptable,Poor,Poor,18,Seeker,168,2,No,Yes,"Marauder's Map, Time-Turner, Extendable Ears",477,65,10
Susan Longbottokm,Slytherin,4,"12 inches, yew, unicorn hair core",Cat,Outstanding,Poor,Acceptable,27,Beater,67,5,Yes,Yes,"Extendable Ears, Marauder's Map, Firebolt",196,66,8
,Ravenclaw,1,"12 inches, yew, unicorn hair core",Cat,Poor,Exceeds Expectations,Poor,6,Keeper,68,5,Yes,No,"Extendable Ears, Marauder's Map",178,54,9
Lavender Spinnet,Slytherin,7,"11 inches, holly, phoenix feather core",Cat,Acceptable,Outstanding,Poor,8,Ke}eper,140,5,Yes,,"Extendable Ears, Marauder's Map",222,70,3
,Slytherin,1,"10 inches, oak, dragon heartstring core",,,Acceptable,Exceeds Expectations,19,Seeker,119,5,Yes,No,"Marauder's Map, Extendable Ears",314,31,3
,Hufflepuff,6,"11 inches, holly, phoenix feather core",Muggle Born,Exceeds Expectations,Acceptable,Outstanding,19,,48,4,No,,Marauder's Map,134,76,7
Seamus Finnigan,HUFFLEPUFF,1,"12 inches, yew, unicorn hair core",Dragon,Exceeds Expectations,Outstanding,Exceeds Expectations,24,Keeper,92,5,No,No,"Firebolt, Marauder's Map",348,100,4
,Ravenclaw,5,"12 inches, yew, unicorn hair core",Toad,,Acceptable,Acceptable,11,Beater,151,4,No,No,"Invisibility Cloak, Firebolt, Sneakoscope",60,40,1
Alicia Bell,Slytherin,2,"12 inches, yew, unicorn hair core",Owl,Acceptable,Acceptable,Outstanding,8,Seeker,-52,1,No,No,"Extendable Ears, Sneakoscope, Time-Turner",258,75,10
Dean Patil,Slytherin,2,"10 inches, oak, dragon heartstring core",,Outstanding,Acceptable,Poor,22,Keeper,119,0,No,No,"Invisibility Cloak, Firebolt, Sneakoscope",340,65,7
Dean Boot,RAVENCLAW,7,"11 inches, holly, phoenix feather core",Cat,Acceptable,Poor,Poor,25,Seeker,118,2,Yes,Yes,"Invisibility Cloak, Firebolt",53,52,5
Blaise Johnson,Slytherin,1,"10 inches, oak, dragon heartstring core",Owl,Acceptable,Acceptable,Outstanding,29,,183,1,No,No,"Extendable Ears, Invisibility Cloak",381,26,6
GeorBge Boot,Ravenclaw,2,"11 inches, holly, phoenix feather core",,Acceptable,Poor,Exceeds Expectations,10,Chaser,51,5,Yes,Yes,"Sneakoscope, Firebolt, Time-Turner",391,79,5
,Ravenclaw,2,"12 inches, yew, unicorn hair core",Cat,Poor,Poor,Acceptable,29,Cha_ser,197,5,No,No,Invisibility Cloak,239,87,1
Ginny Diggory,Gryffindor,2,"11 inches, holly, phoenix feather core",Dragon,Exceeds Expectations,Outstanding,Outstanding,10,Seeker,-55,4,No,Yes,"Marauder's Map, Time-Turner",73,82,1
Fred Granger,Gryffindor,1,"9 inches, elm, veela hair core",Toad,Outstanding,Exceeds Expectations,Acceptable,11,Chaser,4,2,No,,"Marauder's Map, Time-Turner, Invisibility Cloak",429,98,4
Dean Spinnet,SLYTHERIN,4,"12 inches, yew, unicorn hair core",Dragon,,Poor,Poor,15,Seeker,178,4,No,No,"Marauder's Map, Sneakoscope, Extendable Ears",380,37,10
Ron BrowGn,Slytherin,1,"12 inches, yew, unicorn hair core",,Outstanding,Poor,Exceeds Expectations,5,,156,1,No,,Marauder's Map,380,39,5
,RAVENCLAW,6,"11 inches, holly, phoenix feather core",,Poor,Exceeds Expectations,Poor,20,Chaser,143,3,Yes,No,"Firebolt, Sneakoscope, Invisibility Cloak",268,68,7
Pansy Thomas,Gryffindor,4,"11 inches, holly, phoenix feather core",,Exceeds Expectations,Outstanding,Poor,18,Beater,181,0,Yes,Yes,"Marauder's Map, Invisibility Cloak",287,89,7
Hardry Weasley,Ravenclaw,2,"12 inches, yew, unicorn hair core",Muggle Born,Outstanding,Acceptable,Exceeds Expectations,14,,-55,1,Yes,Yes,"Sneakoscope, Invisibility Cloak, Marauder's Map",80,36,1
Draco Thomas,HUFFLEPUFF,6,"10 inches, oak, dragon heartstring core",Dragon,Exceeds Expectations,Exceeds Expectations,Poor,7,Keeper,-66,1,No,No,"Sneakoscope, Marauder's Map",458,62,2
,SLYTHERIN,6,"11 inches, holly, phoenix feather core",Toad,Poor,Acceptable,Exceeds Expectations,26,Keeper,-55,2,Yes,Yes,"Marauder's Map, Extendable Ears",382,62,4
,Hufflepuff,6,"9 inches, elm, veela hair core",,Outstanding,Poor,Poor,9,Keeper,65,2,Yes,Yes,Invisibility Cloak,278,85,6
Padma Weasley,Ravenclaw,1,"10 inches, oak, dragon heartstring core",Cat,,Exceeds Expectations,Poor,27,Keeper,-34,5,No,No,"Marauder's Map, Firebolt",53,34,5
Dean Weasley,HUFFLEPUFF,5,"12 inches, yew, unicorn hair core",,Acceptable,Exceeds Expectations,Poor,15,Bea-ter,-5,2,Yes,Yes,Firebolt,244,48,9
,GRYFFINDOR,6,"10 inches, oak, dragon heartstring core",Dragon,Acceptable,Outstanding,Poor,22,Seeker,-34,2,Yes,Yes,"Sneakoscope, Marauder's Map, Invisibility Cloak",387,69,3
Susan Longbottom,Slytherin,1,"10 inches, oak, dragon heartstring core",Toad,Outstanding,Exceeds Expectations,Poor,22,Beater,58,1,Yes,Yes,Firebolt,29,49,10
Draco Finnigan,Slytherin,4,"10 inches, oak, dragon heartstring core",Dragon,Poor,Outstanding,Outstanding,21,Keeper,122,5,No,Yes,Sneakoscope,421,94,4
Alicia Boot,Hufflepuff,3,"11 inches, holly, phoenix feather core",Dragon,Acceptable,Outstanding,Acceptable,28,,-89,2,No,No,"Sneakoscope, Marauder's Map, Extendable Ears",338,83,0
,HUFFLEPUFF,3,"11 inches, holly, phoenix feather core",Owl,Poor,Acceptable,Exceeds Expectations,16,Beater,-93,4,No,Yes,"Firebolt, Extendable Ears",445,64,10
,,3,"9 inches, elm, veela hair core",Dragon,Exceeds Expectations,Poor,Outstanding,14,Chaser,157,1,Yes,No,Invisibility Cloak,380,80,1
